hsa-let-7b-5p,hsa-let-7d-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7i-5p,hsa-miR-100-5p,hsa-miR-106a-5p,hsa-miR-106b-5p,hsa-miR-107,hsa-miR-10a-5p,hsa-miR-10b-5p,hsa-miR-1228-3p,hsa-miR-1248,hsa-miR-1254,hsa-miR-1255a,hsa-miR-1258,hsa-miR-125a-5p,hsa-miR-126-3p,hsa-miR-1262,hsa-miR-127-3p,hsa-miR-1271-5p,hsa-miR-128-2,hsa-miR-1291,hsa-miR-1294,hsa-miR-130a-3p,hsa-miR-130b-3p,hsa-miR-132-3p,hsa-miR-133b,hsa-miR-135b-5p,hsa-miR-136-5p,hsa-miR-140-5p,hsa-miR-141-3p,hsa-miR-143-3p,hsa-miR-144-3p,hsa-miR-145-5p,hsa-miR-146a-5p,hsa-miR-146b-5p,hsa-miR-147b,hsa-miR-148a-3p,hsa-miR-148b-3p,hsa-miR-149-5p,hsa-miR-150-5p,hsa-miR-151a-3p,hsa-miR-152,hsa-miR-154-5p,hsa-miR-155-5p,hsa-miR-15a-5p,hsa-miR-15b-5p,hsa-miR-16-5p,hsa-miR-17-5p,hsa-miR-181c-5p,hsa-miR-182-5p,hsa-miR-183-5p,hsa-miR-184,hsa-miR-185-5p,hsa-miR-186-5p,hsa-miR-187-3p,hsa-miR-188-5p,hsa-miR-18a-5p,hsa-miR-18b-5p,hsa-miR-190a,hsa-miR-190b,hsa-miR-191-5p,hsa-miR-192-5p,hsa-miR-193a-3p,hsa-miR-193b-3p,hsa-miR-195-5p,hsa-miR-196b-5p,hsa-miR-197-3p,hsa-miR-1976,hsa-miR-199b-5p,hsa-miR-19a-3p,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-200c-3p,hsa-miR-202-3p,hsa-miR-204-5p,hsa-miR-205-5p,hsa-miR-206,hsa-miR-20a-5p,hsa-miR-20b-5p,hsa-miR-21-5p,hsa-miR-2110,hsa-miR-212-3p,hsa-miR-214-3p,hsa-miR-215,hsa-miR-217,hsa-miR-22-3p,hsa-miR-221-3p,hsa-miR-222-3p,hsa-miR-223-3p,hsa-miR-224-5p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c,hsa-miR-25-3p,hsa-miR-26b-5p,hsa-miR-27a-3p,hsa-miR-27b-3p,hsa-miR-28-5p,hsa-miR-296-5p,hsa-miR-29a-3p,hsa-miR-29c-3p,hsa-miR-301a-3p,hsa-miR-301b,hsa-miR-30a-5p,hsa-miR-30b-5p,hsa-miR-30d-5p,hsa-miR-30e-5p,hsa-miR-31-5p,hsa-miR-3170,hsa-miR-3193,hsa-miR-32-5p,hsa-miR-320a,hsa-miR-320e,hsa-miR-326,hsa-miR-328,hsa-miR-330-3p,hsa-miR-331-3p,hsa-miR-335-5p,hsa-miR-339-5p,hsa-miR-33a-5p,hsa-miR-33b-5p,hsa-miR-340-5p,hsa-miR-342-3p,hsa-miR-345-5p,hsa-miR-346,hsa-miR-34a-5p,hsa-miR-34b-3p,hsa-miR-34c,hsa-miR-361-5p,hsa-miR-3615,hsa-miR-362-5p,hsa-miR-363-3p,hsa-miR-3648,hsa-miR-3651,hsa-miR-3652,hsa-miR-3687,hsa-miR-3690,hsa-miR-370,hsa-miR-372,hsa-miR-374a-5p,hsa-miR-374b-5p,hsa-miR-375,hsa-miR-378a-3p,hsa-miR-378c,hsa-miR-379-5p,hsa-miR-382-5p,hsa-miR-3909,hsa-miR-3917,hsa-miR-3941,hsa-miR-411-5p,hsa-miR-412,hsa-miR-421,hsa-miR-423-3p,hsa-miR-424-5p,hsa-miR-425-5p,hsa-miR-429,hsa-miR-431-5p,hsa-miR-432-5p,hsa-miR-4326,hsa-miR-433,hsa-miR-449a,hsa-miR-451a,hsa-miR-452-5p,hsa-miR-454-3p,hsa-miR-483-3p,hsa-miR-484,hsa-miR-486-5p,hsa-miR-491-5p,hsa-miR-493-3p,hsa-miR-494,hsa-miR-496,hsa-miR-497-5p,hsa-miR-502-5p,hsa-miR-505-3p,hsa-miR-517a-3p,hsa-miR-517b-3p,hsa-miR-518b,hsa-miR-532-5p,hsa-miR-543,hsa-miR-545-3p,hsa-miR-548e,hsa-miR-548q,hsa-miR-548s,hsa-miR-548v,hsa-miR-551a,hsa-miR-551b-3p,hsa-miR-570-3p,hsa-miR-574-3p,hsa-miR-577,hsa-miR-581,hsa-miR-582-5p,hsa-miR-584-5p,hsa-miR-590-5p,hsa-miR-592,hsa-miR-605,hsa-miR-607,hsa-miR-618,hsa-miR-625-5p,hsa-miR-628-3p,hsa-miR-629-5p,hsa-miR-636,hsa-miR-639,hsa-miR-643,hsa-miR-652-3p,hsa-miR-659-3p,hsa-miR-660-5p,hsa-miR-665,hsa-miR-671-5p,hsa-miR-675-5p,hsa-miR-708,hsa-miR-7-5p,hsa-miR-744-5p,hsa-miR-760,hsa-miR-766-3p,hsa-miR-877-5p,hsa-miR-92b-3p,hsa-miR-93-5p,hsa-miR-935,hsa-miR-940,hsa-miR-942,hsa-miR-944,hsa-miR-96-5p,hsa-miR-99a-5p,hsa-miR-99b-5p
14.808518,8.746121,9.972772,9.39382,10.548731,3.068713,2.88814,4.70917,9.583949,10.739056,14.722427,1.788605,1.303178,0.98125,1.018749,0.98125,10.288451,12.894513,0.018751,10.695925,1.788605,6.190703,0.018751,1.018749,6.702349,4.736137,6.941252,0.98125,0.018751,5.839231,9.694636,10.359545,16.131037,7.156175,11.476855,6.998058,9.392761,0.98125,15.235245,8.913465,4.839231,10.842724,10.783362,8.752739,3.788605,8.498919,7.271269,7.356289,9.266652,9.317756,5.992477,15.074172,13.646974,2.303178,5.59596,8.243345,0.018751,1.303178,3.440681,2.303178,0.018751,5.456983,11.753358,9.043296,9.689471,7.854694,6.238638,9.007773,8.78215,3.625106,13.120002,4.88814,9.022909,8.717652,12.52283,0.444574556,2.88814,11.996665,0.4657315,7.581163,6.941252,17.52336,1.303178,1.98125,5.788605,3.504812,3.303178,16.101153,6.573707,5.3211,7.551105,4.935446,11.947575,9.088467,0.506612286,13.248695,10.492508,9.901603,9.020169,12.142697,2.88814,12.848142,11.101488,4.681689,0.018751,16.077028,8.757683,12.36819,13.985339,1.788605,0.98125,1.018749,4.190703,9.550156,0.1626278,7.456983,6.681689,5.900113,6.089774,7.801429,5.695495,2.566212,4.190703,4.440681,8.832999,6.200418,1.018749,7.46103,0.018751,3.229177,9.315523,3.566212,3.566212,6.551105,0.566212,5.923764,0.566212,1.566212,0.254589833,4.303178,0.018751,8.95853,6.382129,13.486193,8.314405,0.98125,9.957814,5.110533,1.018749,1.018749,1.018749,3.504812,3.681689,1.566212,8.178466,7.775666,11.342645,6.120801,4.229177,2.98125,3.5907269,0.98125,1.788605,9.018797,6.003618,4.535839,4.338802,7.610606,7.705764,2.788605,3.98125,1.566212,1.788605,6.347572,2.788605,5.440681,1.018749,1.018749,0.566212,9.541583,1.566212,1.018749,0.566212,0.685416333,0.51875,1.788605,0.695629125,3.788605,1.018749,7.528144,1.1719035,1.018749,6.722717,5.863893,3.303178,0.018751,1.566212,1.018749,1.018749,8.125908,3.566212,6.98125,0.018751,0.5187495,0.590178429,6.089774,0.98125,5.047339,0.4567385,3.625106,7.120801,4.839231,0.555424556,5.338802,4.190703,3.068713,1.566212,8.742801,12.159292,1.566212,5.047339,2.788605,0.018751,4.98125,10.707894,15.928019
14.605263,9.523555,11.030139,9.354704,10.107736,1.327414,4.098852,4.901406,10.477928,11.350527,14.828512,0.257549,1.327414,0.257549,0.815276429,0.257549,10.778495,10.89236,0.672586,9.709447,2.257549,6.156403,1.327414,0.8104214,5.994515,6.081978,5.88204,0.327414,0.672586,5.359087,8.505477,10.586224,14.399736,2.579478,8.671177,6.609225,8.407296,0.994515,15.014279,8.861176,9.318245,9.203968,11.862566,7.884475,1.842512,8.314639,6.323639,7.505477,8.902607,8.933506,6.473487,15.634432,14.567783,1.672587,5.957989,7.955675,3.80187,3.064904,2.842512,1.25755,0.994515,4.345012,10.821699,9.551404,9.609961,7.127914,3.80187,8.559807,8.486368,2.994515,12.815811,4.400507,9.24718,8.580979,12.908078,0.103413333,0.327414,11.694261,0.960289333,6.939373,7.925252,18.293768,1.672587,1.25755,4.862411,1.994515,2.479942,15.362025,7.231008,6.287297,5.542952,8.66694,11.902607,9.533674,1.160747333,14.271192,9.127914,9.938788,9.078792,11.337256,2.132018,11.481752,9.584728,4.994515,1.994515,15.017056,8.946382,12.551213,14.367842,3.579477,0.257549,1.077414,5.132018,9.092547,1.327414,7.227176,8.202017,5.842512,6.672587,7.450664,5.59145,4.626783,1.994515,4.530568,8.492766,4.316443,1.327414,6.999016,0.257549,1.672587,8.891755,2.132018,3.842512,6.812138,1.327414,5.467003,1.327414,0.5632535,0.327414,3.672587,0.43117325,9.124828,5.386832,12.431018,6.910992,0.672586,8.318245,4.373027,1.327414,0.327414,1.327414,2.373026,0.994515,1.672587,9.344128,6.473487,8.507058,5.70601,2.257549,1.672587,3.920514,1.327414,1.327414,3.80187,7.903808,4.453947,3.196149,6.579477,3.132018,2.373026,3.76005,0.327414,0.672586,5.11553,3.530568,5.672587,0.827414,0.827414,0.827414,10.248126,0.327414,1.327414,0.327414,1.327414,0.43117325,1.479942,0.896586833,0.672586,0.2104214,6.279917,3.994515,0.257549,8.410679,3.76005,3.76005,1.479942,0.327414,0.327414,1.327414,7.91814,3.672587,8.105129,0.386705,0.68117325,0.672586,6.649867,2.373026,5.064904,0.063253333,3.257549,5.770619,4.453947,0.2104214,5.862411,3.579477,3.196149,0.672586,8.16444,13.312267,1.593526778,3.842512,2.994515,0.327414,5.939373,8.987736,16.538695
14.82544,8.857624,10.651033,8.810723,9.732535,1.058342,2.581904,3.228267,9.028448,11.226388,14.180867,1.941659,0.380271,0.380271,1.228267,1.228267,10.458955,11.612691,0.356696,10.30627,2.058342,5.665673,1.228267,1.286664286,5.977205,3.730768,6.192769,0.488678556,0.643305,5.702198,9.034906,10.410662,15.807321,4.415894,10.057285,6.730768,8.650799,0.643305,14.379531,8.974222,7.272661,10.221992,10.821347,8.48984,2.916323,8.011084,6.301516,6.643305,8.17858,8.919429,5.442047,15.101252,14.048202,6.035622,5.81323,7.46561,4.744843,1.758782,3.228267,0.941659,1.517774,4.30627,9.644713,8.811559,9.244457,6.803176,5.047027,8.577979,7.480407,2.643305,12.54436,4.534076,11.654182,10.887272,13.189395,0.643305,1.38027,9.440966,1.941659,7.197894,4.287161,18.297105,0.865697,2.30627,5.091765,2.38027,3.38027,16.178646,6.063967,5.187625,5.916323,4.124431,11.669252,9.457086,0.941659,12.906329,9.100686,9.758348,9.100001,10.722123,2.38027,11.009627,10.208407,4.772588,1.941659,15.669979,7.190199,11.376603,13.392965,1.517774,0.643305,1.510831833,4.673052,8.172084,0.380271,8.367819,4.852758,5.723678,5.574042,6.513669,4.325129,3.228267,2.058342,4.325129,8.584842,5.187625,1.341659,6.187625,0.941659,1.38027,8.689519,2.145805,3.267796,4.484607,0.941659,5.859242,0.356696,0.517904778,1.2246664,3.758782,0.790510167,9.204911,5.208089,15.234535,6.233268,0.058343,9.497654,4.928707,1.941659,1.941659,0.8246662,2.45066,3.643305,0.380271,6.113625,6.488795,7.277511,8.516749,3.343745,2.758782,3.581904,0.380271,0.380271,6.476195,4.45066,4.433382,2.916323,6.661969,5.277511,1.643305,3.891232,0.941659,1.058342,5.612931,3.145805,4.643305,1.274992333,1.274992333,0.9416585,9.614848,0.058343,1.286664143,1.344165167,0.9602804,1.941659,0.941659,1.572378571,1.058342,0.681675333,7.135158,0.058343,0.941659,5.687699,4.977205,3.45066,1.517774,0.941659,0.9906812,0.941659,8.106829,3.786263,6.862473,0.941659,0.941659,0.941659,6.81323,1.058342,5.024127,0.941659,2.643305,4.878521,5.218214,0.941659,5.362123,2.581904,3.267796,0.058343,7.558188,11.640602,0.058343,2.643305,1.758782,0.865697,4.928707,9.972727,16.040823
14.016333,9.961992,9.289869,9.394068,9.807171,1.628091,3.043129,4.291056,9.820384,10.94173,12.916957,1.043128,0.628091,1.043128,0.016162429,0.628091,9.156871,10.8843,1.996574,8.582287,1.850483,5.888619,0.956871,0.956871,6.232953,4.798016,6.937946,0.231975857,6.192876,3.950019,8.760805,12.677599,15.632809,3.130591,10.130591,9.414905,10.130591,4.087523,16.162313,8.33545,6.817916,10.650921,10.920796,8.562765,2.043129,10.239116,6.817916,7.811313,9.20426,8.668837,5.925772,13.748329,12.681225,2.628091,5.643041,8.371803,6.151653,2.213054,3.686985,0.628091,1.850483,0.628091,9.352605,8.133241,8.609183,7.456756,4.628091,8.860112,9.18012,5.400681,11.822027,3.950019,11.828172,10.812966,14.4801,0.9718998,0.628091,14.701479,0.611311571,6.850483,2.628091,18.249618,1.365056,3.043129,4.172412,1.043128,2.043129,15.997234,6.943995,6.008913,8.990035,9.536984,12.286154,10.437055,0.0924856,13.770411,9.39848,11.161421,10.365057,11.431953,0.628091,12.268487,10.747465,3.291056,0.956871,14.681904,8.601549,12.173216,14.277534,0.043129,0.628091,1.365056,4.950019,7.894878,0.956871,6.597717,6.817916,5.486072,5.534982,4.824488,4.715554,5.913493,2.850483,4.50256,8.084788,4.56669,1.419555667,7.781221,0.628091,3.291056,9.460981,1.043128,3.043129,2.365057,0.628091,5.109218,0.956871,0.956871,0.043129,2.50256,0.1601212,9.500509,6.031813,8.255017,7.257448,0.043129,8.288681,3.56669,0.956871,1.628091,0.49496725,0.628091,0.043129,1.850483,7.172412,6.550923,7.305223,8.407263,1.628091,0.628091,2.628091,0.956871,1.073485667,4.628091,7.940974,3.043129,1.043128,6.650459,4.50256,0.043129,2.043129,0.06436925,0.956871,4.435446,2.365057,5.643041,0.956871,0.956871,0.756871,9.261086,1.043128,0.043129,0.043129,0.756871,0.752889333,0.496108222,0.1601212,0.043129,0.623537667,7.054356,0.956871,1.043128,6.418168,6.937946,4.213054,1.043128,0.4032165,0.359377333,0.2313425,8.068268,6.031813,8.286303,0.456871,0.628091,0.956871,6.098411,0.043129,4.172412,0.560121,3.365057,3.043129,5.271947,0.956871,5.087523,1.365056,4.172412,1.043128,6.203,12.371523,1.37077025,3.213054,3.435446,5.192876,3.56669,8.367309,14.457219
15.284744,8.091123,9.891078,8.999514,9.792276,1.461766,1.461766,4.192159,8.843899,10.410134,13.90798,0.002335,0.997665,1.997665,1.400171167,0.809689,9.802426,11.506409,0.324263,10.108898,1.461766,4.944849,0.412702,1.997665,6.624387,3.494188,6.575982,0.997665,2.394652,5.306115,9.247887,10.626902,15.752459,4.646191,10.525407,8.448384,9.012163,1.909225,16.186818,8.152082,6.432787,8.188449,10.487409,7.863422,2.80969,7.407476,7.432787,6.587297,8.51902,8.338841,6.373022,16.037483,13.551187,2.002335,4.979615,7.742115,3.525897,0.809689,1.461766,0.997665,1.587297,4.541494,9.18783,8.647092,8.533716,6.136761,6.245509,7.760558,6.875779,2.525897,12.142446,4.250262,9.280784,9.448901,13.330203,0.324263,3.002335,11.355206,0.784543,7.449418,5.152082,17.641979,0.997665,1.702775,5.046729,0.809689,4.428599,15.858408,5.985328,4.478068,6.767206,3.359887,11.042796,8.639865,1.6806724,13.292678,9.501682,9.204459,8.764717,11.909225,2.702775,12.836905,11.280929,2.002335,0.412702,16.608935,8.463814,11.80979,14.333357,1.80969,0.997665,1.0806726,3.835225,9.027474,0.412702,5.141886,5.296955,4.192159,4.525897,6.656971,4.57219,3.525897,0.997665,4.269121,7.591049,3.617045,0.802677667,6.740427,1.17226,4.002335,8.558841,0.412702,2.461766,5.594792,0.418559,4.979615,1.3465165,1.997665,0.997665,3.587297,1.997665,9.443204,5.57219,14.716017,6.073797,0.2425903,9.536151,4.897153,1.6806724,0.6577906,1.997665,2.525897,2.909225,0.324263,7.167242,7.063031,6.767206,6.07915,4.110859,3.211788,1.461766,0.324263,0.324263,6.283105,4.688835,2.089797,3.428599,5.533716,5.386039,1.461766,3.046729,1.587297,1.17226,6.07915,2.089797,4.192159,1.136010667,1.136010667,1.997665,8.388197,0.412702,1.997665,1.997665,0.412702,0.997665,0.587297,1.997665,1.002335,1.797665,5.909225,0.997665,1.997665,5.790237,4.250262,3.250262,0.002335,1.997665,0.997665,0.997665,7.940444,3.525897,6.445278,1.747665,0.997665,0.324263,4.702774,0.412702,4.478068,0.324263,2.587297,5.609665,4.110859,1.597665,4.770519,0.3525381,2.089797,1.997665,6.906217,11.892884,0.809689,1.324263,0.324263,2.324263,5.973878,10.766999,14.482162
15.346775,8.942196,10.208944,9.389952,10.028783,2.19028,1.82771,3.19028,9.435568,10.567731,16.06165,1.979646,0.020355,0.020355,1.2412845,0.020355,10.002279,12.276785,0.342283,10.057215,1.927245,5.180226,0.979646,0.394682,6.65335,4.086444,6.620268,1.979646,2.19028,5.902998,9.377907,10.272133,15.7666,5.042723,10.925177,6.991898,9.647889,0.342283,15.986331,9.137348,7.059274,10.237101,10.969269,8.031582,3.268282,8.311525,6.868978,6.939218,8.550761,8.914415,7.69278,15.68166,14.006419,4.543917,5.19028,8.207707,2.543917,0.827709,2.664211,0.979646,1.720795,4.997635,10.12233,8.457066,8.637822,6.27302,6.310374,8.481834,8.20523,3.543917,12.208944,4.19028,9.666913,9.122987,13.114226,1.020355,2.775242,13.122905,0.369349,7.561451,5.229808,17.619305,1.342283,0.827709,5.48796,0.827709,4.7346,15.844288,6.68924,5.50417,7.749975,3.69278,11.835638,8.875223,1.382152,12.910381,9.917444,10.002635,8.670509,12.119538,2.342283,12.324135,10.559998,2.974551,0.11176225,15.941655,8.351272,12.326416,13.888888,3.902998,1.605317,1.6626532,3.997635,9.460186,1.979646,6.539991,6.091817,5.582597,5.821255,6.758447,4.865845,3.19028,2.412672,4.305757,9.507692,4.149638,0.979646,7.457066,1.605317,3.902998,8.750825,0.342283,2.268282,5.360205,1.979646,5.170102,0.342283,1.979646,1.979646,3.635065,0.979646,9.616544,5.656979,10.631149,6.386677,1.979646,9.812332,4.915172,1.979646,0.020355,1.324651286,3.107818,1.020355,0.827709,7.522192,7.450807,8.361317,6.134097,3.512208,2.927245,2.2661581,1.979646,1.82771,6.748275,4.664211,3.305757,4.268282,6.798432,5.69278,2.020355,3.927245,1.479786,1.720795,6.563387,2.974551,5.239523,0.979646,0.979646,1.479646,9.212648,0.605317,0.394682,1.979646,1.458405125,1.979646,2.107817,1.979646,1.927245,0.979646,6.896872,0.979646,0.605317,6.785226,5.324135,3.605317,1.479786,0.979646,0.979646,1.548818667,8.333238,3.543917,6.986139,0.979646,1.979646,1.979646,5.986139,0.827709,4.939218,1.979646,3.064749,5.980357,4.377907,1.2626532,5.582597,2.19028,2.974551,0.394682,7.244356,12.110881,0.394682,2.605317,2.268282,2.412672,5.649711,10.073262,14.828326
16.182169,9.272418,11.41621,9.96573,10.039607,7.027752,1.784578,2.24401,8.06998,9.992812,15.053467,1.106506,0.36954,1.048755333,0.5662368,0.784578,10.910637,12.802952,0.215422,10.730753,2.872041,5.413935,1.215422,0.36954,6.598359,4.210843,6.552762,3.539465,0.215422,5.428434,9.460535,8.659559,16.87201,7.06998,11.820236,7.051365,8.780345,0.36954,15.609897,8.168282,6.526045,9.342999,11.044909,9.250144,4.14213,7.7761,6.552762,6.89832,8.77042,7.43563,5.994031,14.10139,12.356686,10.322282,5.36954,8.350632,7.248102,0.36954,1.106506,0.261537333,2.36954,3.30814,10.223889,7.645665,8.276431,5.471079,6.823497,10.288404,8.032505,2.591933,13.480133,2.24401,8.822125,8.410287,11.698402,0.36954,3.30814,11.335084,7.106506,5.964487,3.828972,17.093041,0.784578,2.36954,6.097461,1.591933,3.485018,16.432423,6.391908,6.041966,7.185457,3.828972,12.368483,10.612714,0.784578,11.987773,10.148165,10.26789,9.837825,11.904978,1.106506,11.390289,9.740954,2.485018,0.451261667,15.572506,7.296331,11.6226,13.705536,3.24401,0.36954,1.215422,3.485018,8.642559,0.215422,5.903519,5.913861,4.994031,5.013397,6.70939,4.428434,2.954503,1.369541,4.428434,9.163956,4.14213,0.215422,6.14213,0.36954,2.591933,8.483283,0.36954,0.784578,3.913861,0.784578,5.773263,0.988998857,0.784595,1.106506,4.428434,1.215422,8.448136,6.06998,13.196221,6.850667,0.215422,10.234243,6.384491,1.215422,0.215422,0.661767333,3.828972,3.032506,1.369541,7.457003,8.027752,6.85604,5.703441,3.872041,5.088359,1.7716221,1.591933,2.24401,9.483283,4.738774,3.30814,4.784578,6.784578,8.319853,1.106506,5.457003,3.032506,1.369541,6.40663,2.784578,5.30814,0.215422,0.215422,0.965422,9.165039,1.784578,0.215422,1.215422,0.6984296,1.215422,1.369541,0.965422,2.106506,1.215422,7.831702,1.196602429,1.106506,6.36954,5.944449,3.106506,0.36954,0.215422,1.215422,0.215422,7.365779,5.552762,7.013397,0.951261667,0.965422,0.784578,4.828972,0.652694429,4.210843,0.36954,1.369541,6.903519,4.30814,0.8191815,5.051365,1.591933,3.539465,1.215422,7.239905,10.748919,0.36954,1.954503,1.954503,1.825081,2.784578,10.714576,15.354389
14.957715,9.200152,9.910757,9.865675,10.318139,2.120001,2.120001,4.164395,9.221977,10.841741,13.719275,0.704963,0.879998,0.879998,1.879998,2.026892,9.862731,11.792537,1.879998,10.026516,2.763857,6.050738,0.704963,0.120002,6.238942,4.050738,6.575328,0.879998,1.289926,5.806502,9.994982,9.941775,15.534315,4.228526,9.863994,9.123519,9.861468,1.441929,16.662043,9.175283,5.537854,13.107754,10.876349,7.816969,2.579433,10.437131,6.920901,6.864835,9.513928,8.635701,6.587607,14.553,13.139852,0.295036,5.763857,8.889012,8.259552,2.367928,2.120001,0.879998,2.704964,4.097281,9.758437,9.678422,8.610852,6.294927,6.147907,10.029894,8.207464,4.459851,12.359823,3.546266,9.351222,8.055166,12.484204,0.704963,2.367928,11.694476,0.44193,6.89149,4.329454,17.645051,0.295036,1.579433,4.423782,2.289926,2.704964,16.12855,7.790657,6.731026,7.72918,2.120001,11.565404,9.542066,1.177561556,12.801459,9.596747,9.552543,8.528331,12.636624,2.026892,12.96789,11.472182,3.329454,0.44193,15.961123,8.025388,12.37562,15.000254,3.207464,0.927356,1.102220222,5.666895,8.680334,0.295036,6.537854,6.516606,6.289926,5.756626,6.038864,4.874889,4.249284,3.704964,4.386788,9.884873,4.386788,1.879998,6.591676,1.120001,2.977982,9.513391,2.441929,2.977982,4.927356,3.026892,4.49504,0.879998,1.120001,0.120002,3.67459,0.754522222,10.061782,6.002644,12.038864,6.82736,0.44193,9.483588,4.763857,1.879998,2.367928,1.879998,2.763857,0.120002,1.289926,7.416917,7.430614,7.902999,5.459851,2.927356,2.643563,2.120001,0.879998,1.120001,5.405403,4.228526,3.207464,0.927356,6.558793,6.068368,1.579433,2.207464,1.879998,0.879998,5.52088,3.074197,5.432884,1.879998,1.879998,1.879998,9.874471,0.44193,0.120002,0.879998,0.926113333,0.879998,0.295036,1.02907875,1.927356,0.295036,6.249284,3.164395,0.879998,7.60583,5.377389,4.562945,0.879998,0.9630057,0.879998,1.879998,9.023883,6.874889,7.591676,1.1630056,0.927356,0.120002,7.738387,1.704964,4.901361,0.879998,3.477553,4.529392,4.965491,0.8185165,5.643563,2.367928,4.965491,0.704963,6.450918,11.38547,0.295036,1.927356,3.874889,1.441929,4.18609,10.465129,15.101624
14.818454,9.678928,11.271632,9.870191,9.897647,2.440523,3.394719,3.815563,9.239805,11.410539,13.456722,1.688451,1.140963,0.559477,0.866996,0.237549,10.730542,12.329837,0.247878,10.016062,1.440523,5.899955,0.025485,2.559477,6.040436,4.394719,5.120003,2.559477,2.025486,5.468429,8.666333,11.329457,16.193397,4.406307,10.341013,7.617943,8.352664,1.610448,15.899058,9.941365,7.947327,9.72737,11.183885,8.472569,3.247878,9.085731,6.930371,8.074427,9.269849,8.609195,6.112948,15.755788,14.711612,3.347414,5.423517,9.103191,1.140963,1.440523,2.866788,0.025485,2.084379,6.414938,10.547577,9.710818,9.008954,7.354908,5.549048,8.950298,8.352664,3.669342,12.580634,3.610448,10.369966,9.651803,13.190183,1.832841,1.762451,10.47601,1.559477,6.674143,2.484917,17.267838,1.527986,1.610448,5.744304,2.298504,2.084379,15.467943,5.995112,5.323166,5.987418,2.084379,10.82679,8.966533,2.559477,12.592966,10.651803,9.933878,9.116921,11.885732,4.127024,11.384045,10.444919,4.45175,0.440523,16.44319,9.15219,12.336524,14.125888,3.394719,2.527986,2.559477,5.45175,9.369412,0.559477,7.625398,6.804658,6.147882,7.47807,5.522672,5.574949,4.025486,2.866788,5.702618,11.291589,6.168444,2.559477,7.19374,2.025486,4.127024,9.374951,1.440523,1.964085,3.195411,2.140963,6.877235,0.559477,0.610448,2.559477,3.273413,1.959477,9.621986,6.147882,15.281283,5.06988,0.572778429,9.500543,5.062575,0.974515,1.559477,2.559477,3.025486,0.237549,2.899955,7.971905,8.473946,8.092472,7.75454,2.899955,1.832841,2.140963,0.559477,0.440523,6.476697,2.866788,3.549048,2.866788,7.18199,4.549048,2.394719,4.798075,1.527986,1.247878,4.849914,2.688451,4.77144,1.559477,1.559477,1.938925667,8.612951,0.025485,0.025485,2.559477,0.974515,1.032273333,1.025485,2.559477,1.440523,0.974515,6.811211,0.902728,0.974515,6.525331,4.040436,4.716648,2.932376,0.974515,0.974515,0.559477,7.896878,6.506612,6.70731,1.1058525,2.559477,0.237549,5.501219,0.899954,4.273413,0.442355444,3.669342,4.37126,6.730542,1.559477,5.912198,4.298504,3.417803,1.964085,6.47119,11.796012,4.406307,3.055233,2.140963,0.440523,5.928363,9.818818,16.027183
14.458185,9.275654,10.674279,9.20305,10.011734,1.926925,3.096851,3.386357,8.731057,9.93955,14.809664,0.926925,0.073075,0.073075,0.926925,1.511888,10.652292,11.633853,0.073075,10.187845,2.926926,5.136379,0.5913108,0.073075,7.378137,5.481514,6.056209,1.578073667,0.926925,5.481514,9.186669,10.161743,15.635336,1.511888,11.342667,6.747105,8.511888,0.926925,15.524425,8.061352,8.842805,6.772416,10.311709,9.181954,4.014389,7.489168,6.809569,5.904206,8.35319,8.31063,6.386357,15.680586,14.272262,2.734281,5.599351,7.821743,5.35319,0.073075,1.511888,0.867634,1.511888,1.926925,9.43472,9.011734,8.602883,7.327805,5.857663,9.803443,8.990321,3.627365,13.416272,4.450488,8.708285,8.066477,12.621284,0.176925,1.9268901,12.206536,1.121912667,6.845789,4.926926,18.136817,1.511888,0.073075,6.86944,0.926925,3.926926,16.761829,7.708285,6.585137,6.369869,2.248854,12.246316,10.56988,0.073075,12.485346,9.775549,10.814908,10.810333,12.318169,2.926926,11.69759,9.602883,3.734281,0.073075,14.864345,7.772416,10.767704,13.691072,1.926925,0.926925,5.039752932,3.627365,9.131497,0.073075,5.904206,6.541635,4.734281,5.450488,5.481514,6.136379,3.511888,0.073075,4.386357,9.524978,5.511888,0.926925,8.101851,2.734281,3.926926,8.574384,2.511888,3.926926,4.627365,0.073075,5.708285,1.511888,1.511888,0.073075,4.386357,0.593591667,8.821743,5.654846,14.415456,6.266776,0.625045375,8.651439,4.570782,0.926925,0.073075,0.073075,2.248854,3.386357,0.8831495,7.833816,5.904206,7.772416,5.857663,4.014389,3.627365,4.174853,0.073075,2.511888,4.784907,3.248854,2.926926,4.319243,6.654846,4.096851,1.511888,4.386357,1.511888,1.046571444,5.904206,1.511888,5.418779,0.926925,0.926925,0.426925,9.014388,0.073075,0.073075,0.073075,0.073075,0.073075,1.010491143,0.426925,1.511888,0.926925,8.131497,0.926925,0.784067857,7.570782,4.450488,3.248854,1.926925,0.926925,0.073075,0.260258333,8.995704,2.511888,7.248854,0.176925,0.593591667,0.676925,3.926926,0.8761105,4.627365,0.073075,3.511888,5.096851,3.734281,0.726925,4.784907,0.926925,2.926926,0.073075,8.198389,12.236402,1.868638429,1.926925,2.511888,0.073075,6.418779,9.536104,15.691434
